表3-1省自治区直辖市各民族人口数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建省,    30 048 275,    15 434 048,    14 614 227,    29 581 475,  15 186 261,  14 395 214,    2 383,    1 246,    1 137,    92 464,    51 279,    41 185,,,福建省,    282,    48,    234,    33,    15,    18,    3 902,    1 717,    2 185,    356,    72,    284,    7 836,    1 054,    6 782,,,福建省,    596,    164,    432,    137,    61,    76,    5 329,    2 814,    2 515,    513,    177,    336,    468,    119,    349,,,江西省,    263,    98,    165,    833,    391,    442,    22,    10,    12,    2,    1,    1,    54,    19,    35,,,福建省,    258,    76,    182,    6,-,    6,    18,    4,    14,  349 052,  187 805,  161 247,    521,    297,    224,,,江西省,    4,    1,    3,    61,    33,    28,    1,    1,-,    26,    11,    15,    5,    3,    2,-,-,-,    30,    17,    13,,,福建省,    4,    1,    3,    41,    13,    28,    11,    1,    10,    4,-,    4,-,-,-,    43,    1,    42,    26,    9,    17,,,江西省,    63,    36,    27,-,-,-,    2,    1,    1,-,-,-,-,-,-,-,-,-,    3,-,    3,,,江西省,-,-,-,    2,    2,-,-,-,-,-,-,-,    43,    21,    22,-,-,-,    2,-,    2,,,江西省,-,-,-,-,-,-,    6,    2,    4,    1,-,     1,    1,-,    1,    126,    76,    50,    18,    5,    13
江西省,    37 710 177,    19 491 767,    18 218 410,    37 608 889,  19 437 657,  18 171 232,    1 199,    674,    525,    9 555,    4 933,    4 622,,,江西省,    397,    212,    185,    20,    8,    12,    1 433,    681,    752,    259,    135,    124,    2 868,    1 299,    1 569,,,江西省,    233,    103,    130,    170,    85,    85,    4 185,    2 312,    1 873,    819,    447,    372,    1 016,    519,    497,,,山东省,    1 600,    149,    1 451,    778,    283,    495,    748,    26,    722,    9,    2,    7,    451,    21,    430,,,江西省,    135,    36,    99,    19,    8,    11,    1,-,    1,    77 210,    41 821,    35 389,    66,    34,    32,,,山东省,    564,    22,    542,    110,    28,    82,    12,    6,    6,    149,    14,    135,    80,    2,    78,   2,    1,    1,    194,    36,    158,,,江西省,    13,    3,    10,    22,    10,    12,    34,    19,    15,    1,    1,-,-,-,-,    37,    26,    11,    28,    16,    12,,,山东省,    137,    62,    75,    7,-,    7,    50,    6,    44,-,-,-,    24,    1,    23,    1,    1,-,    29,    11,    18,,,山东省,    25,    9,    16,    7,-,    7,    3,    2,    1,-,-,-,    29,    10,    19,    26,    15,    11,    12,-,    12,,,山东省,    19,    5,    14,       5,    4,    1,    4,-,    4,    2,-,    2,    5,    2,    3,    137,    36,    101,    69,    7,    62
山东省,    84 392 104,    42 913 185,    41 478 919,    83 886 204,  42 666 567,  41 219 637,    2 878,    1 279,1 599,    461 230,    230 412,    230 818,,,山东省,    932,    404,    528,    238,    129,    109,    2 181,    649,    1 532,    1 513,    223,    1 290,    4 965,    1 024,    3 941,,,山东省,    909,    220,    689,    3 362,    1 354,    2 008,    19 552,    9 466,    10 086,    613,    348,    265,    303,    56,    247,,,河南省,    1 044,    199,    845,    3 276,    1 275,    2 001,    342,    33,    309,    10,    3,    7,    533,    43,    490,,,山东省,    135,    28,    107,    236,    41,    195,    1 008,    34,    974,    96,    69,    27,    80,    36,    44,,,河南省,  856,    59,    797,    64,    17,    47,    9,    3,    6,    203,    33,    170,    9,    1,    8,-,-,-,    234,    68,    166,,,山东省,    143,    41,    102,    75,    17,    58,    38,    11,    27,    92,    6,    86,    5,-,    5,    9,    1,    8,    19,    9,    10,,,河南省,    208,    103,    105,    7,-,    7,    25,    5,    20,-,-,-,    5,-,    5,-,-,-,    17,    7,    10,,,河南省,    5,    2,    3,-,-,-,    3,-,    3,    7,-,7,    25,    3,    22,    8,    2,    6,    5,-,    5,,,河南省,    11,    8,    3,    26,    9,    17,    3,    1,2,    6,-,    6,    1,-,    1,    516,    264,    252,    33,    2,    31
河南省,    85 534 200,    43 802 724,    41 731 476,    84 524 679,  43 293 477,  41 231 202,    66 015,    38 905,    27 110,    870 327,    433 421,    436 906,,,河南省,    1 606,    529,    1 077,    1 833,    1 013,    820,    1 782,    578,    1 204,    1 156,    260,    896,    3 264,    1 226,    2 038,,,河南省,    676,    178,    498,    1 200,    539,    661,    51 519,    29 755,    21 764,    518,    230,    288,    229,    80,    149,,,湖北省,    1 156,    674,    482,  1 771 004,    926 574,    844 430,    21,    8,    13,    11,    6,    5,    49,    25,    24,,,河南省,    178,    23,    155,    220,    46,    174,    869,    46,    823,    120,    66,    54,    183,    91,    92,,,湖北省,    19,    12,    7,    276,    165,    111,    105,    59,    46,    125,    77,    48,    1,-,    1,    2,     2,-,    78,    38,    40,,,河南省,    125,    70,    55,    24,    7,    17,    54,    16,    38,    58,    4,    54,    16,    1,    15,    6,    2,    4,    52,    21,    31,,,湖北省,    167,    82,    85,    2,    2,-,    3,    3,-,-,-,-,    1,    1,-,    1,-,    1,    9,    4,    5,,,湖北省,    4,    1,    3,    5,    2,    3,-,-,-,    1,-,    1,    79,    47,    32,    5,    2,    3,-,-,-,,,湖北省,    5,    1,    4,    9,5,    4,    1,-,    1,-,-,-,-,-,-,    56,    37,    19,    26,    4,    22
湖北省,    53 970 501,    27 828 085,26 142 416,    51 829 931,  26 701 887,  25 128 044,    5 632,    3 116,    2 516,    77 934,    39 666,    38 268,,,湖北省,    760,    392,    368,    277,    187,    90,  200 764,  109 823,    90 941,    1 378,    837,    541,    5 299,    2 977,    2 322,,,湖北省,    548,    332,    216,    2 072,    1 170,    902,    12 657,    6 697,    5 960,    54 645,    29 859,    24 786,    1 307,    788,    519,,,湖南省,    114 843,    59 968,    54 875,  1 794 855,    934 699,    860 156,    563,    71,    492,    5,-,    5,    388,    60,    328,,,湖北省,    630,    397,    233,    49,    23,    26,    15,    4,    11,    3 102,    1 947,    1 155,    75,    37,    38,,,湖南省,    309,    30,    279,    213,    73,    140,    3,    2,    1,    76,    36,    40,    42,    3,    39,    9,    4,    5,    110,    54,    56,,,湖北省,    19,    10,    9,    70,    42,    28,    46,    26,    20,    4,    1,    3,    3,-,    3,    19,    10,    9,    44,    26,    18,,,湖南省,    78,    41,    37,    8,-,    8,    15,    8,    7,-,-,-,2,-,    2,-,-,-,    5,    3,    2,,,湖南省,-,-,-,      3,-,    3,    2,    1,    1,    1,-,    1,    24,    10,    14,    11,    4,    7,    3,    2,    1,,,湖南省,    5,    1,    4,-,-,-,    8,    4,    4,    4,    3,    1,    24,    3,    21,    149,    67,    82,    39,    1,    38
湖南省,    60 657 992,    31 497 631,    29 160 361,    55 834 155,  28 972 256,  26 861 899,    1 468,    771,    697,    93 583,    47 876,    45 707,,,湖南省,    552,    271,    281,    5 794,    3 073,    2 721, 1 568 951,  818 120,  750 831,    1 151,    494,    657,    20 918,    9 873,    11 045,,,湖南省,    1 227,    372,    855,    423,    205,    218,    5 446,    2 848,    2 598,  749 026,  400 733,  348 293,  460 667,  244 276,  216 391,,,广东省,    613,    332,    281,    3 976,    2 299,    1 677,    478,    71,    407,    7,    4,    3,    1 295,    65,    1 230,,,湖南省,    689,    319,    370,    47,    12,    35,    658,    203,    455,    454,    291,    163,    107,    47,    60,,,广东省,    499,    19,    480,    193,    45,    148,    16,    11,    5,    33,    11,    22,    50,    2,    48,    6,    3,    3,    132,    61,    71,,,湖南省,    3,    3,-,    654,    359,    295,    11,    4,    7,    57,    2,    55,    7,    2,    5,    64,    30,    34,    83,    43,    40,,,广东省,    67,    34,    33,    14,    2,    12,    25,    4,    21,       2,    2,-,    9,-,    9,    2,-,    2,    12,   2,    10,,,广东省,    12,    5,    7,    4,    2,    2,    2,-,    2,    1,-,    1,    433,    98,    335,    6,    5,    1,    27,    3,    24,,,广东省,    1,    1,-,-,-,-,    3,-,    3,    5,    1,    4,    7, 2,   5,    353,    106,    247,    339,    99,    240
广东省,    62 829 741,    32 151 260,    30 678 481,    62 474 424,  32 000 009,  30 474 415,    1 129,    633,    496,    8 886,    4 391,    4 495,,,广东省,    1 307,    218,    1 089,    262,    187,    75,    5 988,    2 016,    3 972,    792,    298,    494,    149 112,    49 764,    99 348,,,广东省,    1 661,    392,    1 269,    611,    322,    289,    7 065,    3 633,    3 432,    3 233,    845,    2 388,  135 767,    69 552,    66 215,,,广西壮族自治区,    302,    150,    152,    2 012,    1 246,    766,    30,    12,    18,-,-,-,    258,    100,    158,,,广东省,    3 231,    977,    2 254,    56,    21,    35,    154,    12,    142,    26 534,    14 420,    12 114,    63,    30,    33,,,广西壮族自治区,    14,    6,    8,  13 283,    6 870,    6 413,    4,-,    4,    33,    20,    13,    6,    2,    4,    1,-,    1,    124,    65,    59,,,广东省,    8,    1,    7,    520,    149,    371,    7,    4,    3,    37,    5,    32,    5,    1,    4,    171,    46,    125,    96,    45,    51,,,广西壮族自治区,    75,    40,    35,    5,    4,    1,    12,    7,    5,    1,    1,-,    6,    3,    3,-,-,-,    3,-,    3,,,广西壮族自治区,-,-,-,-,-,-,    1,-,    1,-,-,-,  16 406,  8 073,  8 333,    1,    1,-,    5,    1,    4,,,广西壮族自治区,    3,    2,    1,-,-,-,-,-,-,    1,-,    1,    1,-,    1,    157,    73,    84,    496,    21,    475
广西壮族自治区,    42 244 884,    22 156 180,    20 088 704,    25 667 118,  13 634 749,  12 032 369,    731,    373,    358,    27 174,    13 589,    13 585,,,广西壮族自治区,    211,    83,    128,    53,    22,    31,  426 413,  216 920,  209 493,    7 233,    3 656,    3 577, 14 215 476, 7 301 645, 6 913 831,,,广西壮族自治区,    11 614,    4 803,    6 811,    246,    124,    122,    5 914,    2 993,    2 921,  287 541,  147 853,    139 688, 1 327 467,  692 333,  635 134,,,海南省,    44,    24,    20,    790,    461,    329,    14,    3,    11,    6,    2,    4,    141,    62,    79,,,广西壮族自治区,    3 167,    1 743,    1 424,    49,    32,    17,    15,    3,    12,    144,    77,    67,    212,    110,    102,,,海南省,-,-,-,    23,    16,    7,-,-,-,    4,-,    4,-,-,-,-,-,-,    34,    17,    17,,,广西壮族自治区,    20,    11,    9, 157 083,  80 086,  76 997,    20,    7,    13,    3,-,    3,    2,-,    2, 71 126, 36 923, 34 203,  2 612,  1 348,  1 264,,,海南省,    8,    3,    5,-,-,-,-,-,-,       2,    2,-,-,-,-,-,-,-,    2,    1,    1,,,海南省,-,-,-,-,-,-,-,-,-,-,-,-,    159,    33,    126,    3,    1,    2,-,-,-,,,海南省,-,-,-,    3,-,    3,-,-,-,-,-,-,-,-,-,  1 722,    935,    787,    57,    3,    54
海南省,    6 558 076,    3 418 860,    3 139 216,    5 441 494,    2 852 876,  2 588 618,    159,    77,    82,    5 674,    2 835,    2 839,,,海南省,    101,    49,    52,    10,    6,    4,    51 676,    25 709,    25 967,    52,    25,    27,    31 389,    15 785,    15 604,,,海南省,    116,    70,    46,    199,    100,    99,    627,    336,    291,    480,    273,    207,    2 148,    1 156,    992,,,四川省,    7 420,    3 459,    3 961,  1 076 529,    573 802,    502 727,    1 149,    170,    979,    64,    34,    30,    5 678,    2 241,    3 437,,,海南省,  1 020 539,    517 789,    502 750,    11,    9,    2,    8,    3,    5,    219,    122,    97,    61,    24,    37,,,四川省,    489,    44,    445,    414,    142,    272,    30,    20,    10,    8 595,  4 302,  4 293,    25,    4,    21,    11,    7,    4,    264,    93,    171,,,海南省,    5,    5,-,    59,    30,    29,    9,    5,      4,    3,-,    3,    2,    1,    1,    20,    11,    9,    3,    1,    2,,,四川省,    209,    112,    97,    26,    10,    16,    102,    30,    72,-,-,-,    71,    11,    60,    3,    1,    2,    25,    8,    17,,,四川省,    7,    4,    3,    2,-,    2,-,-,-,-,-,-,    56,    20,    36,    3,    3,-,    43,    6,    37,,,四川省,    1,-,    1,    16,    2,    14,    12,    4,    8,    8,   3,    5,    106,    11,    95,    898,    390,    508,    48,    28,    20
四川省,  107 218 310,    55 545 645,51 672 665,  102 328 069,  53 048 037,  49 280 032,    27 303,    14 024,    13 279,    108 285,    54 345,    53 940,,,四川省,  1 087 758,    535 654,    552 104,    209,    117,    92,  533 860,  285 623,  248 237,  1 787 340,  900 230,    887 110,    4 639,    2 375,    2 264,,,四川省,    7 350,    3 512,    3 838,    643,    334,    309,    12 195,    6 397,    5 798,    2 712,    1 414,    1 298,    425,    234,    191,,,贵州省,    123 307,    65 223,    58 084,  1 045 455,    553 383,    492 072,    180,    77,    103,-,-,-,    434,    179,    255,,,四川省,    266,    106,    160,    16 252,    8 023,    8 229,    951,    67,    884,    119,    71,    48,    156,    71,    85,,,贵州省,    19,    5,    14, 323 104, 167 247, 155 857,    580,    256,    324,    203,    98,    105,    526,    298,    228,-,-,-,  2 164,  1 128,  1 036,,,四川省,    45,    25,    20,    99,    48,    51, 196 299,  99 562,  96 737,    157,    21,    136,    40,    15,    25,    15,    7,    8,    819,    372,    447,,,贵州省,    124,    66,    58,    1,-,    1,   2,-,    2,-,-,-,    6,    1,    5,-,-,-,    4,    4,-,,,贵州省,    1,-,    1,    28,    15,    13,-,-,-,-,-,-,    871,    440,    431,-,-,-,    100,    56,    44,,,贵州省,    3,    3,-,    5,    2,      3,    1,-,    1,    8,  3,  5,    1,-,    1, 737 464, 382 126, 355 338,    3,-,   3
贵州省,    32 391 051,    16 768 810,    15 622 241,21 148 756,  10 925 272,  10 223 484,    24 107,    13 286,    10 821,      127 118,    65 614,    61 504,,,贵州省,    677,    363,    314,    42,    25,    17, 3 666 751, 1 903 234, 1 763 517,  707 275,  365 456,    341 819,    38 210,    19 758,    18 452,,,贵州省,  2 480 650,  1 264 942,    1 215 708,    230,    102,    128,    16 844,    8 551,    8 293, 1 399 796,  740 462,  659 334,    30 474,    16 148,    14 326,,,云南省,  1 341 508,    677 550,    663 958,    2 039,    1 321,    718, 1 249 297,  639 837,  609 460,    20,    9,    11, 1 014 643,  508 189,  506 454,,,贵州省,    81 237,    42 153,    39 084,    113,    61,    52,    73,    30,    43,    345,    215,    130,    137,    74,    63,,,云南省, 408 304,209 234, 199 070,    7 971,  4 055,3916,    37,    28,    9,  265 450, 133 798, 131 652, 118 412, 57 926, 60 486,    14,    10,    4,  2 163,  1 204,    959,,,贵州省,    7,    3,    4,    1 327,    666,    661,    1 019,    588,    431,    9,    4,    5,    15,    9,    6,    619,    300,    319,430 626, 230 884, 199 742,,,云南省,    37,    18,    19,  27 619,  13 816,  13 803,  29 333,  14 980,  14 353,    1,    1,-, 26 667,  13 508,  13 159,    1,-,    1,    9,    2,    7,,,云南省,-,-,-,  15 397,    7 698,    7 699,-,-,-,-,-,-,    292,    117,    175,    5,    2,    3,  5 539,  2 702, 2 837,,,云南省,    1,    1,-,    5,    4,    1,-,-,-,    3,    1,2,  17 851,  9 064,  8 787,  6 172,  3 183,  2 989,    48,    12,    36
云南省,    36 972 587,    18 995 900,    17 976 687,    24 614 533,  12 710 956,  11 903 577,    13 148,    6 996,    6 152,    521 561,    263 350,    258 211,,,云南省,    111 335,    55 336,    55 999,    38,    26,    12,  895 704,  457 108,  438 596, 4 060 327, 2 072 764,  1 987 563,  1 010 876,    515 811,  495 065,,,云南省,    34 101,    17 717,    16 384,    271,    124,    147,    7 044,    3 860,    3 184,    1 504,    932,    572,  172 722,    88 150,    84 572,,,西藏自治区,    96,    68,    28,    132,    81,    51,    25,    25,-,    2,    2,-,    7,    6,    1,,,云南省,    649,    388,    261,    556 533,    283 118,    273 415,  347 731,  176 988,  170 743,    302,    169,    133,    56,    33,    23,,,西藏自治区,-,-,-,    1,    1,-,    54,    48,    6,    1 333,    634,    699,    1,    1,-,-,-,-,    103,    77,    26,,,云南省,    9,    4,    5,    69,    48,    21,    82,    37,    45,    81 876, 41 963,  39 913,    12,    7,    5,    17,    13,    4,  3 249,  1 732,  1 517,,,西藏自治区,    2,    1,    1,-,-,-,    19,    8,    11,    5,    3,    2,    356,    164,    192,-,-,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,    2,    2,-,    1,-,    1,    1,    1,-,    2,    1,    1,    21,    13,    8,,,西藏自治区,-,-,-,-,-,-,    7 421,    3 709,  3 712,    2 248,  1 108,  1 140,-,-,-,  3 022,  1 501,  1 521,    2,    1,    1
西藏自治区,    2 196 029,    1 098 912,    1 097 117,    80 837,    54 230,    26 607,    104,    52,    52,    2 956,    1 998,    958,,,西藏自治区,  2 096 718,  1 034 819,  1 061 899,    14,    13,    1,    74,    44,    30,    122,    102,    20,    53,    29,    24,,,西藏自治区,    19,    13,    6,    11,    4,    7,    171,    89,    82,    23,    14,    9,    3,    3, -,,,陕西省,    291,    168,    123,    829,    491,    338,    10,    4,    6,    102,    62,    40,    25,    11,    14,,,西藏自治区,    1,    1,-,    35,    19,    16,-,-,-,-,-,-,    1,-,    1,,,陕西省,    4,    1,    3,    4,    3,    1,    17,    12,    5,    36,    20,    16,-,-,-,    5,    4,    1,    105,    67,    38,,,西藏自治区,-,-,-,-,-,-,    16,    15,    1,-,-,-,    14,    11,    3,-,-,-,    1,    1,-,,,陕西省,    362,    188,    174,-,-,-,    5,    3,   2,    2,    2,-,-,-,-,    3,    3,-,    35,    13,    22,,,陕西省,    4,    3,    1,-,-,-,    1,-,    1,    11,    2,    9,    7,    4,    3,    5,    3,    2,-,-,-,,,陕西省,-,-,-,-,-,-,     2,    1,    1,-,-,-,-,-,-,    30,    16,    14,     3,   2,    1
陕西省,    32 882 286,    17 070 054,    15 812 232,    32 725 850,  16 990 673,  15 735 177,    2 989,    1 609,    1 380,    131 878,    66 396,    65 482,,,陕西省,    1 319,    673,    646,    583,    354,    229,    624,    359,    265,    191,    101,    90,    1 384,    833,    551,,,陕西省,    163,    103,    60,    1 139,    549,    590,    13 618,    6 935,    6 683,    284,    168,    116,    97,    58,    39,,,甘肃省,    97,    56,    41,    567,    301,    266,    21,    20,    1,    3 146,    1 605,    1 541,    13,    12,    1,,,陕西省,    16,    12,    4,    17,    10,    7,    2,    1,    1,    98,    60,   38,    13,    5,    8,,,甘肃省,-,-,-,    10,    7,    3, 311 902, 160 196,151 706,    17,    11,    6,-,-,-,    13,    11,   2, 21 379, 11 141, 10 238,,,陕西省,    29,    13,    16,    28,    15,    13,    22,    16,    6,-,-,-,    21,    10,    11,    5,    4,    1,    18,    14,    4,,,甘肃省,    369,    190,    179,-,-,-,-,-,-,    2,    1,    1,-,-,-,    7,    4,    3,    39,    16,    23,,,甘肃省,    10,    5,    5,-,-,-,  10 555,    5 397,  5 158,    11 801,  5 923,  5 878,    1,-,    1,    1,-,    1,-,-,-,,,甘肃省,    3,    1,  2,-,-,-,    1,-,    1,-,-,-,-,-,-,    6,-,    6,     5,-,    5
甘肃省,    22 371 085,    11 591 905,    10 779 180,    20 513 607,  10 644 276,  9 869 331,    8 135,    4 104,    4 031,    1 095 668,    562 174,    533 494,,,甘肃省,    367 006,    182 541,    184 465,    938,    515,    423,    352,    181,    171,    111,    63,    48,    819,    454,    365,,,甘肃省,    75,    45,    30,    561,    277,    284,    16 701,    8 537,    8 164,    110,    57,    53,    74,    42,    32,,,青海省,    118,    84,    34,    823,    497,    326,    1,-,    1,    523,    273,    250,    2,    1,    1,,,甘肃省,    25,    12,    13,    3,    1,    2,    2,    1,    1,    44,    17,    27,    15,    10,    5,,,青海省,    1,-,    1,    11,    6,    5,    1 475,    1 023,    452,    19,    10,    9,    2,    1,    1,-,-,-, 163 463, 83 935, 79 528,,,廿肃省,    52,    17,    35,    7,    4,    3,    60,    26,    34,-,-,-,  6 740,  3 644,  3 096,    5,    4,    1,    10,    6,    4,,,青海省,    132,    67,    65,-,-,-,-,-,-,    1,    1,-,-,-,-,    3,    3,-,    31,    15,    16,,,青海省,    2,-,    2,-,-,-,    602,    314,    288,    98,    43,    55,-,-,-,-,-,-,-,-,-,,,青海省,    8,    5,    3,-,-,-,-,-,-,-,-,-,-,-,-,    8,    6,    2,    4,   2,    2
青海省,    4 456 952,    2 310 183,    2 146 769,    2 578 912,    1 361 020,  1 217 892,    71 510,    36 592,    34 918,    639 766,    329 780,    309 986,,,青海省,    912 160,    452 394,    459 766,    122,    55,    67,    381,    207,    174,    106,    45,    61,    671,    349,    322,,,青海省,    53,    35,    18,    308,    141,    167,    8 527,    4 364,    4 163,    64,    32,    32,    87,    49,    38,,,宁夏回族自治区,    23,    11,    12,    357,    186,    171,    6,    3,    3,    11,    2,    9,    2,-,    2,,,青海省,    4,    2,    2,-,-,-,    1,    1,-,    33,    24,    9,    19,        8,    11,,,宁夏回族自治区,-,-,-,-,-,-,    2 598,    1 417,  1 181,    6,    3,    3,-,-,-,    1,-,    1,    121,    67,    54,,,青海省,    19,    11,    8,    8,    5,    3,    52,    37,    15,-,-,-, 76 818,  38 744,  38 074,-,-,-,    4,    2,    2,,,宁夏回族自治区,    167,    76,    91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    21,    8,    13,,,宁夏回族自治区,-,-,-,-,-,-,    8,    7,    1,    24,    17,    7,-,-,-,-,-,-,-,-,-,,,宁夏回族自治区,    2,    2,-,    5,    3,    2,-,-,-,-,-,-,-,-,-,    1,    1,-,-,-,-
宁夏回族自治区,    4 655 445,    2 389 470,    2 265 975,    3 106 377,    1 598 586,  1 507 791,    2 281,    1 067,    1 214,    1 525 336,    778 986,    746 350,,,宁夏回族自治区,    198,    128,    70,    70,    32,    38,    213,    101,    112,    58,    28,    30,    370,    191,    179,,,宁夏回族自治区,    53,    28,    25,    325,    154,    171,    16 563,    8 219,    8 344,    86,    45,    41,    22,    13,    9,,,新疆维吾尔自治区,    329,    170,    159,    5 234,    2 738,    2 496,    17,    7,    10,  1 106 271,  566 384,  539 887,    31,    17,    14,,,宁夏回族自治区,    4,    2,    2,-,-,-,-,-,-,    51,    33,    18,    18,    14,    4,,,新疆维吾尔自治区,-,-,-,    60,    35,    25,  56 690,  29 496, 27 194,    37,    23,    14,    6,    4,   2, 141 840, 72 262, 69 578,    717,    373,  344,,,宁夏回族自治区,    6,    2,    4,-,-,-,    7,    2,    5,-,-,-,    44,    33,    11,    10,    3,    7,-,-,-,,,新疆维吾尔自治区,  33 228,  16 757,  16 471,-,-,-,    9,    4,    5,    33 197,  16 949,  16 248,-,-,-,  14 715,  7 686,  7 029,  8 065,  3 719,  4 346,,,新疆维吾尔自治区,    28,    13,    15,-,-,-,    482,    272,    210,    278,    128,    150,    11,    6,    5,  4 921,  2 561,  2 360,    8,    2,    6,,,新疆维吾尔自治区,    1,    1,-,    9,    4,   5,-,-,-,    1,-,    1,-,-,-,    103,    51,    52,    169,    92,    77
新疆维吾尔自治区,    15 156 883,    7 823 195,    7 333 688,    5 695 409,    2 987 314,  2 708 095,    138 021,    70 400,    67 621,    682 912,    350 070,    332 842,,,新疆维吾尔自治区,    2 235,    1 216,    1 019,  7 191 845,  3 673 784,  3 518 061,    2 633,    1 381,    1 252,    412,    216,    196,    6 179,    3 180,    2 999,,,新疆维吾尔自治区,    472,    261,    211,    968,    454,    514,    18 585,    9 556,    9 029,    646,    376,    270,    459,    231,    228,,,,,,,,,,,,,,,,,,,,,新疆维吾尔自治区,    144,    114,    30,    7,    4,    3,    3,    1,    2,    120,    72,    48,    43,    24,    19,,,,,,,,,,,,,,,,,,,,,,,,,,,新疆维吾尔自治区,    5 405,    2 752,    2 653,    53,    23,    30,    133,    66,    67,-,-,-,  3 706,  1 926,  1 780,    10,    6,    4,    26,    14,    12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
