,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黑龙江省,    2 462 237,    1 486 250,    975 987,    339 358,    230 889,    108 469,    274 125,    185 381,    88 744,,,上海市,    248,    166,    82,    1 361,    880,    481,    270,    202,    68,    1 334,    1 114,    220,,,吉林省,    11 104,    7 787,    3 317,    623 930,    370 294,    253 636,    62 668,    49 756,    12 912,    10 263,    6 924,    3 339,,,黑龙江省,    429,    354,    75,    7 570,    6 109,    1 461,    11 486,    8 503,    2 983,    3,    3,-,,,黑龙江省,-,-,-,    193 790,    126 113,    67 677,    4 876,    3 297,    1 579,    115 884,    68 801,    47 083,,,上海市,    2 783,    1 771,    1 012,    5,    4,    1,    901,    620,    281,    27 740,    11 879,    15 861,,,上海市,    4 779,    1 505,    3 274,    455,    237,    218,    554,    394,    160,    740,    552,    188,,,黑龙江省,    23 229,    12 280,    10 949,    14 904,    5 526,    9 378,    909,    351,    558,    7 784,    1 807,    5 977,,,吉林省,    17 567,    13 277,    4 290,    4 425,    2 825,    1 600,    588,    347,    241,    25 976,    15 777,    10 199,,,黑龙江省,    8 361,    3 757,    4 604,    49,    28,    21,    6 364,    3 055,    3 309,    12 685,    5 642,    7 043,,,辽宁省,    69 136,    40 846,    28 290,    18 306,    12 459,    5 847,    318,    180,    138,    18 961,    10 975,    7 986,,,黑龙江省,    64 816,    43 474,    21 342,    12 901,    9 125,    3 776,    13 528,    7 367,    6 161,    3 234,      1 484,    1 750,,,黑龙江省,    1 363,    752,    611,    2 692,    1 273,    1 419,    4 743,    3 790,    953,    4 743,    3 790,    953,,,上海市,    11 642,    10 122,    1 520,    10 659,    9 328,    1 331,    473,    423,    50,    510,    371,    139,,,吉林省,    93 159,    69 713,      23 446,    83 456,    63 349,    20 107,    9 703,    6 364,    3 339,    265 548,    130 479,    135 069,,,上海市,    44 366,    21 817,    22 549,    4 627,    2 052,    2 575,    3 882,    2 578,    1 304,    1 738,    1 259,    479,,,吉林省,    37 328,    18 634,    18 694,    6 538,    4 543,    1 995,    5 635,    3 497,    2 138,    24 783,    10 319,    14 464,,
上海市,    392 515,    230 472,    162 043,    7 326,    5 774,    1552,    2 712,    2 394,    318,,,江苏省,    1 563,    861,    702,    2 109,    1 246,    863,    21 176,    15 294,    5 882,    8 812,    6 764,    2 048,,,黑龙江省,    16 644,    12 703,    3 941,    924 970,    538 987,    385 983,    17 877,    14 097,    3 780,    226,    200,    26,,,上海市,    3,    3,-,    6,    5,    1,    13,    8,    5,-,-,-,,,上海市,-,-,-,    5,    2,    3,    1 260,    793,    467,    7 184,    4 366,    2 818,,,江苏省,    28 052,    17 063,    10 989,    84,    49,    35,    2 511,    1 553,    958,    278 779,    92 236,    186 543,,,江苏省,    54 295,    15 340,    38 955,    12 486,    5111,    7 375,    5 272,    3 416,    1 856,    9 831,    6 800,    3 031,,,上海市,    3 292,    1 721,    1 571,    2 399,    1 204,    1 195,    1 425,    666,    759,    2 737,    852,    1 885,,,黑龙江省,    22 462,    16 954,    5 508,    1 116,    654,    462,    2 009,    1 469,    540,    27 394,    15 429,    11 965,,,上海市,    1 469,    857,    612,    1 335,    773,    562,    1 396,    726,    670,    5 476,    2 500,    2 976,,,吉林省,    48 859,    28 576,    20 283,    10 967,    7 172,    3 795,    8 520,    5 813,    2 707,    15 270,    9 013,    6 257,,,上海市,    37 398,    24 020,    13 378,    5 083,    3 384,    1 699,    21 335,    11 559,    9 776,    5 008,    2 424,    2 584,,,上海市,    5 909,    3 329,    2 580,    1 038,    501,    537,    349,    308,    41,    349,    308,    41,,,江苏省,    53 258,    42 956,    10 302,    47 011,    37 995,    9 016,    4 840,    3 960,    880,    1 407,    1 001,    406,,,黑龙江省,    148 532,    115 184,    33 348,    132 444,    104 831,    27 613,    16 088,    10 353,    5 735,    436 660,    217 720,    218 940,,,江苏省,    347 335,    175 387,    171 948,    41 219,    18 807,    22 412,    28 028,    18 279,    9 749,    6 558,    4 154,    2 404,,,黑龙江省,    61 622,    30 323,    31 299,    8 353,    5 990,    2 363,    8 040,    5 129,    2 911,    44 545,    18 771,    25 774,,
江苏省,    2 480 263,    1 372 678,    1 107 585,    182 120,    95 830,    86 290,    137 678,    64 284,    73 394,,,浙江省,    6 188,    4 138,    2 050,    15 271,    5 271,    10 000,    33 841,    31 253,    2 588,    4 555,    3 565,    990,,,上海市,    1 401,    1 018,    383,    188 285,    108 068,    80 217,    25,    22,    3,    8,    6,    2,,,江苏省,    3 050,    2 236,    814,    416,    345,    71,    5 611,    4 066,    1 545,    1 388,    1 149,    239,,,江苏省,    3,    3,-,    108,    84,    24,    5 971,    3 583,    2 388,    78 825,    45 334,    33 491,,,浙江省,    31 981,    19 323,    12 658,    594,    330,    264,    3 854,    2 542,    1 312,    253 615,    72 355,    181 260,,,浙江省,    91 354,    20 620,    70 734,    30 596,    13 004,    17 592,    19 945,    12 941,    7 004,    26 186,    22 748,    3 438,,,江苏省,    19 875,    9 821,    10 054,    26 739,    11 434,    15 305,    4 770,    1 620,    3 150,    23 365,    8 291,    15 074,,,上海市,    3 873,    3 183,    690,    2 329,    1 581,    748,    930,    656,    274,    11 120,    7 589,    3 531,,,江苏省,    16 349,    7 273,    9 076,    6 688,    2 882,    3 806,    8 399,    3 599,    4 800,    20 153,    7 882,    12 271,,,黑龙江省,    80 416,    51 209,    29 207,    14 620,    10 466,    4 154,    417,    258,    159,    16 513,    10 754,    5 759,,,江苏省,    171 248,    105 914,    65 334,    33 704,    22 023,    11 681,    48 816,    23 963,    24 853,    27 012,    11 066,    15 946,,,江苏省,    10 658,    5 334,    5 324,    3 961,    1 769,    2 192,    2 583,    2 196,    387,    2 583,      2 196,    387,,,浙江省,    99 773,    87 884,    11 889,    94 051,    83 562,    10 489,    4 548,    3 468,    1 080,    1 174,    854,    320,,,上海市,    25 343,    18 931,    6 412,    21 729,    16 644,    5 085,    3 614,    2 287,    1 327,    54 613,    27 706,    26 907,,,浙江省,    440 763,    225 375,    215 388,    56 561,    21 273,    35 288,    17 396,    11 578,    5 818,    1 433,    1 030,    403,,,上海市,    17 845,    11 172,    6 673,    3 482,    2 545,    937,    9 259,    5 841,    3 418,    4 588,    2 449,    2 139,,
浙江省,    3 646 082,    2 097 262,    1 548 820,    942 988,    594201,    348 787,    869 215,    538 772,    330 443,,,安徽省,    5 454,    3 013,    2 441,    3 290,    1 731,    1 559,    10 572,    6 480,    4 092,    6 274,    4 734,    1 540,,,江苏省,    10 782,    7 381,    3 401,  1 172 518,    588 470,    584 048,    6 778,    6 051,    727,    64,    53,    11,,,浙江省,    1 140,    811,    329,    2 999,    2 306,    693,    17 937,    13 998,    3 939,    1 335,    1 114,    221,,,浙江省,    2,    1,    1,    28,    25,    3,    5 663,    3 995,    1 668,    82 435,    48 538,    33 897,,,安徽省,    26 848,    15 980,    10 868,    2 127,    1 145,    982,    2 590,    1 514,    1 076,    71 540,    22 709,    48 831,,,安徽省,    23 642,    6 303,    17 339,    5 090,    1 903,    3 187,    6 247,    4 122,    2 125,    12 907,    10 756,    2 151,,,浙江省,    24 822,    12 517,    12 305,    25 651,    11 736,    13 915,    14 957,    5 212,    9 745,    46 392,    14 282,    32 110,,,江苏省,    24 004,    18 613,    5 391,    1 041,    552,    489,    5 238,    2 737,    2 501,    76 054,    49 584,      26 470,,,浙江省,    13 590,    6 261,    7 329,    12 167,    5 748,    6 419,    17 153,    7 953,    9 200,    56 999,    26 119,    30 880,,,上海市,    10 976,    7 669,    3 307,    1 109,    831,    278,    5 706,    4 063,    1 643,    10 481,    5 813,    4 668,,,浙江省,    181 361,    116 543,    64 818,    34 762,    24 010,    10 752,    68 955,    36 132,    32 823,    22 843,    9 992,    12 851,,,浙江省,    18 578,    9 405,    9 173,    14 982,    9 499,    5 483,    3 613,    2 924,    689,    3 613,    2 924,    689,,,安徽省,    41 806,    35 287,    6 519,    40 188,    34 161,    6 027,    1 355,    924,    431,    263,    202,    61,,,江苏省,    160 237,    115 196,    45 041,    140 711,    102 265,    38 446,    19 526,    12 931,    6 595,    423 140,    216 627,    206 513,,,安徽省,    287 852,    142 739,    145 113,    40 507,    19 621,    20 886,    9 509,    5 885,    3 624,    3 145,    1 955,    1 190,,,江苏省,    66 333,    37 440,    28 893,    6 361,    4 327,    2 034,    10 101,    5 280,    4 821,    48 026,    26 557,    21 469,,
安徽省,    1 673 758,    957 427,    716 331,    318 720,    160 387,    158 333,    281 509,    135 996,    145 513,,,福建省,    4 205,    2 880,    1 325,    2 253,    1 280,    973,    20 762,    19 487,    1 275,    1 367,    1 105,    262,,,浙江省,    13 918,    11 202,    2 716,  1 387 502,    699 295,    688 207,    1 729,    1 430,    299,    50,    33,    17,,,安徽省,    9 569,    6 376,    3 193,    1 408,    1 029,    379,    6 588,    4 386,    2 202,    149,    96,    53,,,安徽省,-,-,-,    974,    634,    340,    2 736,    1 644,    1 092,    54 632,    31 462,    23 170,,,福建省,    11 239,    5 477,    5 762,    1 131,    617,    514,    1 22 1,    726,    495,    28 340,    6 660,    21 680,,,福建省,    30 294,    8 689,    21 605,    7 621,    2 499,    5 122,    19 403,    10 925,    8 478,    15 341,    12 957,    2 384,,,安徽省,    11 504,    5 787,    5 717,    11 627,    4 875,    6 752,    3 065,    802,    2 263,    6 343,    1 872,    4 471,,,浙江省,    28 498,    21 521,    6 977,    376,    217,    159,    3 506,    1 981,    1 525,    60 825,    38 938,    21 887,,,安徽省,    3 200,    1 438,    1 762,    298,    157,    141,    3 988,    1 820,    2 168,    8 192,    3 257,    4 935,,,江苏省,    88 853,    52 463,    36 390,    17 043,    11 998,    5 045,    3 365,    1 933,    1 432,    41 659,    23 247,    18 412,,,安徽省,    44 053,    28 134,    15 919,    14 859,    10 008,    4 851,    10 720,    5 328,    5 392,        1 084,    534,    550,,,安徽省,    2 610,    1 633,    977,    2 377,    907,    1 470,    6 036,        4 687,    1 349,    6 036,    4 687,    1 349,,,福建省,    52 233,    45 262,    6 971,    50 719,    44 104,    6 615,    1 255,    977,    278,    259,    181,    78,,,浙江省,    154 614,    126 089,    28 525,    132 014,    111 792,    20 222,    22 600,        14 297,    8 303,    516 153,    259 256,    256 897,,,福建省,    175 453,    96 206,    79 247,    20 596,    10 119,    10 477,    6 261,    4 196,    2 065,    1 370,    999,    371,,,浙江省,    102 029,    54 433,    47 596,    6 447,    4 604,    1 843,    10 765,    6 769,    3 996,    82 934,    41 663,    41 271,,
福建省,    1 193 778,    730 933,    462 845,    205 611,    124 999,    80 612,    170 897,    95878,    75 019,,,江西省,    7 311,    4 832,    2 479,    2 520,    1 297,    1 223,    4 556,    2 968,    1 588,    2 135,    1 560,    575,,,安徽省,    11 621,    8 433,    3 188,    489 438,    267 770,    221 668,    14 187,    11 973,    2 214,    408,    312,    96,,,福建省,    590,    434,    156,    127,    96,    31,    3 958,    3 180,    778,    1 936,    1 476,    460,,,福建省,-,-,-,    7 029,    5 126,    1 903,    2 555,    1 595,    960,    45 987,    28 354,    17 633,,,江西省,    13 396,    7 264,    6 132,    1 525,    674,    851,    2 942,    1 626,    1 316,    33 086,    10 664,    22 422,,,江西省,    16 601,    4 584,    12 017,    5 351,    2 049,    3 302,    16 195,    9 384,    6 811,    10 850,    8 649,    2 201,,,福建省,    14 999,    7 850,    7 149,    9 183,    3 583,    5 600,    2 042,    647,    1 395,    9 417,    4 146,    5 271,,,安徽省,    12 141,    8 785,    3 356,    19,    11,    8,    2 361,    1 068,    1 293,    32 769,    21 002,    11 767,,,福建省,    2 712,    1 116,    1 596,    78,    25,    53,    2 566,    1 218,    1 348,    11 047,    4 050,    6 997,,,浙江省,    84 476,    53 355,    31 121,    8 295,    6 170,    2 125,    9 035,    6 167,    2 868,    67 836,    39 423,    28 413,,,福建省,    25 881,    16 924,    8 957,    11 230,    8 281,    2 949,    8 157,    4 319,    3 838,    3 537,    1 453,    2 084,,,福建省,    860,    470,    390,    1 665,    989,    676,    2 508,    2 186,    322,    2 508,    2 186,    322,,,江西省,    55 343,    43 684,    11 659,    50 449,    40 083,    10 366,    4 195,    3 074,    1 121,    699,    527,    172,,,安徽省,    111 867,    84 565,    27 302,    101 518,    77 146,    24 372,    10 349,    7 419,    2 930,    341 013,    170 200,    170 813,,,江西省,    177 602,    81 342,    96 260,    20 659,    7 661,    12 998,    7 859,    4 936,    2 923,    4 810,    3 002,    1 808,,,安徽省,    51 004,    26 531,    24 473,    3 843,    2 597,    1 246,    3 357,    1 742,    1 615,    42 795,    21 534,    21 261,,
江西省,    1 227 598,    731 954,    495 644,    69 994,    38 955,    31 039,    47 396,    23 892,    23 504,,,山东省,    2 428,    1 682,    746,    5 980,    3 082,    2 898,    18 987,    14 935,    4 052,    8 100,    6 495,    1 605,,,福建省,    6 127,    4 369,    1 758,    368 403,    201 264,    167 139,    11 786,    9 112,    2 674,    3,    3,    -,,,江西省,    2 825,    1 939,    886,    57 539,    43 639,    13 900,    3 924,    2 801,    1 123,    19,    11,    8,,,江西省,-,-,-,    3 385,    2 531,    854,    3 411,    2 169,    1 242,    34 519,    19 279,    15 240,,,山东省,    43 839,    25 363,    18 476,    5 907,    3 178,    2 729,    4 538,    2 839,    1 699,    194 702,    74 144,    120 558,,,山东省,    51 397,    12 443,    38 954,    20 430,    7 822,    12 608,    4 539,    2 995,    1544,    17 700,    12 956,    4 744,,,江西省,    9 691,    5 032,    4 659,    10 280,    4 370,    5 910,    1 849,    826,    1 023,    10 302,    3 398,    6 904,,,福建省,    14 890,    9 940,    4 950,    496,    333,    163,    737,    427,    310,    19 667,    11 627,    8 040,,,江西省,    5 596,    2 450,    3 146,    413,    248,    165,    4 801,    2 545,    2 256,    5 811,    2 447,    3 364,,,安徽省,    53 810,    32 753,    21 057,    4 121,    2 652,    1 469,    1 612,    1 089,    523,    17 043,    11 514,      5 529,,,江西省,    52 184,    32 391,    19 793,    23 295,    15 652,    7 643,    9 838,    5 234,    4 604,    2 163,    1 181,    982,,,江西省,    2 608,    1 574,    1 034,    3 014,    1 853,    1161,    11 758,    8 620,    3 138,    11 758,    8 620,    3 138,,,山东省,    101 295,    84 801,    16 494,    93 320,    78 800,    14 520,    5 872,    4 567,    1 305,    2 103,    1 434,    669,,,福建省,    70 907,    58 314,    12 593,    62 895,    52 632,    10 263,    8 012,    5 682,    2 330,    203 680,    111 520,    92 160,,,山东省,    344 449,    181 974,    162 475,    37 119,    18 225,    18 894,    26 022,    16 911,    9 111,    4 443,    3 075,    1 368,,,福建省,    37 182,    21 692,    15 490,    1 428,    910,    518,    4 139,    2 036,    2 103,    31 160,    18 436,    12 724,,
山东省,    3 891 754,    2 212 568,    1 679 186,    1 336 381,    632 260,    704 121,    1 283 545,    593 418,    690 127,,,河南省,    2 956,    1 943,    1 013,    1 486,    944,    542,    1 051,    901,    150,    8 760,    6 990,    1 770,,,江西省,    6 076,    4 406,    1 670,    472 682,    275 253,    197 429,    10 049,    7 839,    2 210,    13,    9,    4,,,山东省,    10 061,    8 187,    1 874,    16 132,    12 182,    3 950,    8 910,    6 688,    2 222,    7 928,    6 495,    1 433,,,山东省,-,-,-,    12,    9,    3,    6 293,    3 865,    2 428,    89 521,    49 755,    39 766,,,河南省,    23 771,    14 117,    9 654,    3 716,    1 800,    1 916,    3 990,    1 972,    2 018,    11 1 237,    42 871,    68 366,,,河南省,    19 115,    5 545,    13 570,    12 247,    5 038,    7 209,    4 120,    2 661,    1 459,    8 968,    6 945,    2 023,,,山东省,    31 621,    17 074,    14 547,    23 079,    9 215,    13 864,    2 210,    685,    1 525,    44 502,    11 271,    33 231,,,江西省,    20 492,    13 608,    6 884,    6,    3,    3,    1 383,    754,    629,    25 322,    15 782,    9 540,,,山东省,    4 548,    2 054,    2 494,    2 605,    1 327,    1 278,    14 144,    8 176,    5 968,    15 657,    6 585,    9 072,,,福建省,    24 145,    15 257,    8 888,    5 834,    3 919,    1 915,    434,    284,    150,    10 265,    6 480,    3 785,,,山东省,    128 179,    85 439,    42 740,    27 780,    19 983,    7 797,    22 053,    12 063,    9 990,    6 055,    2 700,    3 355,,,山东省,    3 951,    2 234,    1 717,    1 299,    601,    698,    7 720,    6 019,    1 701,    7 720,    6 019,    1 701,,,河南省,    37 290,    31 712,    5 578,    34 958,    29 877,    5 081,    2 184,    1 732,    452,    148,    103,    45,,,江西省,    73 322,    54 922,    18 400,    64 225,    48 646,    15 579,    9 097,    6 276,    2 821,    210 930,    96 941,    113 989,,,河南省,    327 176,    170 442,    156 734,    35 533,    20 328,    15 205,    17 179,    10 464,    6 715,    10 634,    6 377,    4 257,,,江西省,    32 695,    16 252,    16 443,    2 388,    1 579,    809,    3 726,    1615,    2 111,    25 923,    12 565,    13 358,,
河南省,    2 348 118,    1 387 230,    960 888,    578 303,    289 045,    289 258,    547 21 1,    266 745,    280 466,,,湖北省,    4 663,    2 932,    1 731,    3 574,    1986,    1 588,    13 840,    9 022,    4 818,    11 596,    8 602,    2 994,,,山东省,    17 341,    12 648,    4 693,  1 242 511,    727 285,    515 226,    177 240,    149 535,    27 705,    7 800,    4 851,    2 949,,,河南省,    1 762,    1 516,    246,    9 836,    7 701,    2 135,    5 866,    4 805,    1 061,    67,    45,    22,,,河南省,    2,    1,    1,    13,    6,    7,    4 277,    2 345,    1 932,    50 705,    30 392,    20 313,,,湖北省,    18 595,    10 352,    8 243,    5 752,    2 424,    3 328,    2 543,    1 428,    1 115,    144 834,    48 479,    96 355,,,湖北省,    43 939,    11 084,    32 855,    7 996,    3 091,    4 905,    9 168,    5 556,    3 612,    15 684,    11 546,    4 138,,,河南省,    21 112,    11 939,    9 173,    16 879,    7 456,    9 423,    970,    387,    583,    11 905,    3 422,    8 483,,,山东省,    40 174,    29 194,    10 980,    2 041,    1 264,    777,    6 791,    4 707,    2 084,    69 863,    44 980,    24 883,,,河南省,    10 206,    4 719,    5 487,    589,    292,    297,    2 157,    1 162,    995,    9 505,    4 220,    5 285,,,江西省,    45 786,    27 226,    18 560,    467,    395,    72,    7 906,    5 057,    2 849,    13 845,    8 116,    5 729,,,河南省,    67 076,    46 393,    20 683,    17 527,    12 126,    5 401,    13 225,    7 751,    5 474,    773,    454,    319,,,河南省,    529,    284,    245,    4 351,    2 289,    2 062,    3 452,    2 921,    531,    3 452,    2 921,    531,,,湖北省,    56 828,    46 097,    10 731,    54 752,    44 533,    10 219,    1 194,    941,    253,    882,    623,    259,,,山东省,    116 500,    93 655,    22 845,    97 879,    81 559,    16 320,    18 621,    12 096,    6 525,    412 033,    220 185,    191 848,,,湖北省,    375 372,    188 777,    186 595,    41 403,    16 816,    24 587,    16 316,    9 950,    6 366,    3 922,    2 506,    1 416,,,山东省,    61 097,    31 989,    29 108,    3 286,    2 365,    921,    7 397,    4 494,    2 903,    49 173,    24 167,    25 006,,
湖北省,    2 147 340,    1 230 215,    917 125,    242 131,    130 050,    112 081,    186 728,    91 935,    94 793,,,湖南省,    7 665,    4 469,    3 196,    3 003,    1 496,    1 507,    8 362,    5 303,    3 059,    6 610,    5 235,    1 375,,,河南省,    16 839,    11 522,    5 317,    651 489,    387 133,    264 356,    26 765,    23 643,    3 122,    266,    221,    45,,,湖北省,    1 316,    1 063,    253,    3 660,    2 717,    943,    22 173,    14 767,    7 406,    1 195,    743,    452,,,湖北省,    2,    2,-,    344,    240,    104,    6 132,    3 605,    2 527,    55 671,    31 622,    24 049,,,湖南省,    14 494,    8 649,    5 845,    7 945,    3 867,    4 078,    2 564,    1 582,    982,    58 748,    21 051,    37 697,,,湖南省,    27 447,    6 183,    21 264,    9 643,    3 341,    6 302,    12 405,    6 887,    5 518,    9 615,    7 435,    2 180,,,湖北省,    17 941,    8 705,    9 236,    18 090,    7 490,    10 600,    1 369,    593,    776,    8 121,    2 828,    5 293,,,河南省,    32 223,    22 949,    9 274,    1 685,    1 142,    543,    1 357,    917,    440,    59 181,    41 670,    17 511,,,湖北省,    5 201,    2 274,    2 927,    746,    276,    470,    2 898,    1 343,    1 555,    14 558,    5 821,    8 737,,,山东省,    69 340,    46 307,    23 033,    15 425,    11 083,    4 342,    3 586,    2 467,    1 119,    40 659,    24 569,    16 090,,,湖北省,    81 407,    50 274,    31 133,    40 925,    25 558,    15 367,    14 146,    7 500,    6 646,    8 180,    4 463,    3 717,,,湖北省,    2 828,    1 777,    1 051,    4 653,    1 773,    2 880,    3 769,    2 923,    846,    3 769,    2 923,    846,,,湖南省,    41 146,    33 841,    7 305,    39 424,    32 522,    6 902,    975,    773,    202,    747,    546,    201,,,河南省,    123 332,    95 117,    28 215,    108 018,    85 249,    22 769,    15 314,    9 868,    5 446,    390 522,    207 611,    182 911,,,湖南省,    280 635,    130 310,    150 325,    28 528,    10 457,    18 071,    8 932,    5 593,    3 339,    3 126,    2 156,    970,,,河南省,    48 683,    27 084,    21 599,    5 656,    3 761,    1 895,    3 272,    1 923,    1 349,    37 996,    20 196,    17 800,,
湖南省,    1 802 758,    1 086 726,    716 032,    140 995,    82 868,    58 127,    100 339,    55 201,    45 138,,,广东省,    19 534,    13 175,    6 359,    9 539,    5 875,    3 664,    60 085,    50 390,    9 695,    16 429,    13 657,    2 772,,,湖北省,    21 730,    15 573,    6 157,    758 378,    396 037,    362 341,    13 933,    11 363,    2 570,    234,        138,    96,,,湖南省,    2 784,    1 946,    838,    34 108,    24 666,    9 442,    14 718,    10 712,    4 006,    3,    2,    1,,,湖南省,    3,    2,    1,    6 537,    4 611,    1 926,    3 525,    2 155,    1 370,    40 248,    24 479,    15 769,,,广东省,    23 776,    13 348,    10 428,    4 480,    1 961,    2 519,    4 225,    2 888,    1 337,    1 59 768,    46 482,    113 286,,,广东省,    171 625,    38 938,    132 687,    47 637,    13 225,    34 412,    23 181,    15 596,    7 585,    42 316,    33 616,8 700,,,湖南省,    26 803,    15 009,    11 794,    15 981,    6 955,    9 026,    2 113,    782,    1 331,    9 036,    2 885,    6 151,,,湖北省,    19 604,    13 641,    5 963,    89,    49,    40,    2 131,    1 247,    884,    56 465,    35 822,    20 643,,,湖南省,    2 906,    1 435,    1 471,    2 821,    1 732,    1 089,    4 242,    2 107,    2 135,    7 684,    3 071,    4 613,,,河南省,    54 883,    38 749,    16 134,    16 121,    12 146,    3 975,    4 229,    3 005,    1 224,    18 283,    12 037,    6 246,,,湖南省,    60 836,    38 787,    22 049,    19 238,    13 989,    5 249,    21 289,    11 575,    9 714,    4 302,    2 224,    2 078,,,湖南省,    956,    597,    359,    2 300,    987,    1 313,    7 873,    6 104,    1 769,    7 873,    6 104,    1 769,,,广东省,    139 298,    121 907,    17 391,    133 220,    117 177,    16 043,    4 959,    3 930,    1 029,    1 119,    800,    319,,,湖北省,    112 477,    87 196,    25 281,    96 236,    75 818,    20 418,    16 241,    11 378,    4 863,    437 013,    218 049,    218 964,,,广东省,    659 705,    387 204,    272 501,    75 757,    37 577,    38 180,    13 925,    9 146,    4 779,    2 909,    2 017,    892,,,湖北省,    57 094,    27 879,    29 215,    3 844,    2 430,    1 414,    5 444,    2 602,    2 842,    46 616,    21 907,    24 709,,
