　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  柯尔柯孜族                  ,8915,5108,3807,130,107,23,713,414,299,151,113,38,235,119,116,7508,4215,3293,178,140,38,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土族                        ,14127,7295,6832,96,79,17,712,405,307,327,229,98,395,178,217,11729,5818,5911,864,582,282,4,4,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  达斡尔族                      ,5652,3281,2371,208,155,53,748,234,514,450,283,167,607,259,348,2950,1823,1127,684,523,161,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仫佬族                      ,11446,6169,5277,126,98,28,596,281,315,299,204,95,829,349,480,8175,4324,3851,1403,902,501,18,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
  羌族                        ,18132,9306,8826,168,144,24,749,404,345,324,211,113,776,295,481,15304,7626,7678,802,620,182,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布朗族                      ,5429,2879,2550,20,17,3,107,71,36,46,36,10,75,26,49,5089,2656,2433,90,71,19,2,2,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  撒拉族                      ,5441,2863,2578,78,65,13,158,97,61,85,66,19,446,310,136,4451,2132,2319,222,192,30,1,1,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  毛南族                      ,6297,3386,2911,53,45,8,349,198,151,127,91,36,266,93,173,5008,2646,2362,491,312,179,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仡佬族                      ,31831,17255,14576,333,298,35,1319,761,558,540,402,138,1065,436,629,26629,13998,12631,1941,1357,584,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
  锡伯族                      ,11278,6396,4882,280,207,73,1085,426,659,484,330,154,901,394,507,7241,4131,3110,1283,905,378,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
  阿昌族                      ,1906,959,947,16,15,1,71,35,36,20,14,6,41,20,21,1704,826,878,52,47,5,2,2,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  普米族                      ,2040,1032,1008,21,19,2,71,49,22,42,36,6,65,27,38,1794,868,926,47,33,14,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔吉克族                    ,2343,1328,1015,60,54,6,226,148,78,60,47,13,59,31,28,1870,992,878,68,56,12,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  怒族                        ,1655,844,811,18,11,7,70,35,35,27,17,10,46,12,34,1464,747,717,30,22,8,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  乌孜别克族                  ,504,344,160,22,17,5,98,41,57,49,34,15,97,81,16,174,123,51,64,48,16,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  俄罗斯族                    ,604,318,286,34,22,12,113,33,80,75,38,37,119,44,75,120,79,41,143,102,41,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂温克族                    ,1273,709,564,49,39,10,160,46,114,111,71,40,136,59,77,717,420,297,97,71,26,3,3,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  德昂族                      ,1031,513,518,8,8,          ,14,8,6,4,3,1,18,5,13,975,485,490,12,4,8,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保安族                      ,940,485,455,11,11,          ,33,16,17,29,21,8,36,23,13,798,385,413,30,26,4,3,3,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  裕固族                      ,774,391,383,24,20,4,53,21,32,24,17,7,43,12,31,590,292,298,40,29,11,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  京族                        ,1105,581,524,31,26,5,102,41,61,70,43,27,213,90,123,555,289,266,132,90,42,2,2,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔塔尔族                    ,175,102,73,4,3,1,50,22,28,15,8,7,28,16,12,55,38,17,23,15,8,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  独龙族                      ,2307,1198,1109,21,19,2,50,34,16,12,10,2,41,14,27,2163,1106,1057,20,15,5,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂伦春族                    ,305,163,142,16,10,6,45,12,33,47,26,21,35,15,20,121,68,53,41,32,9,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  赫哲族                      ,249,133,116,15,9,6,40,9,31,28,11,17,32,13,19,94,60,34,40,31,9,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  门巴族                      ,449,243,206,17,12,5,30,18,12,8,3,5,17,7,10,367,194,173,10,9,1,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  珞巴族                      ,125,60,65,          ,          ,          ,5,2,3,4,3,1,4,1,3,111,53,58,1,1,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  基诺族                      ,1213,641,572,8,7,1,67,40,27,31,23,8,72,16,56,1000,531,469,35,24,11,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  其他未识别的民族            ,40432,21302,19130,177,159,18,960,657,303,301,228,73,872,389,483,36445,18688,17757,1669,1176,493,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
  外国人加入中国籍,46,17,29,          ,          ,          ,4,1,3,          ,          ,          ,6,4,2,29,5,24,7,7,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表2—3    全国各民族分性别的未工作人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,    ,        ,                  ,                      ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,单位:人,,,,,,,,,,,,,,,,,,,,,,,,,,,
民     族,未工作人口,,,在校学生,,,料理家务,,,离   退   休,,,丧失工作能力,,,从未工作正在找工作,,,失去工作正在找工作,,,其    他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  合      计,23403664,9105603,14298061,4880557,2654457,2226100,7015953,611169,6404784,4129668,2274005,1855663,3657920,1575348,2082572,1317487,691720,625767,1162401,623811,538590,1239678,675093,564585,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  汉族                        ,21815504,8466970,13348534,4476328,2437901,2038427,6526213,548228,5977985,3942868,2162732,1780136,3394572,1460159,1934413,1218372,638606,579766,1107367,593659,513708,1149784,625685,524099,,,,,,,,,,,,,,,,,,,,,,,,,,,
  蒙古族                      ,119795,40116,79679,29468,14338,15130,42596,2136,40460,13149,7304,5845,15537,6653,8884,8390,4107,4283,5051,2595,2456,5604,2983,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,
  回族                        ,212653,82486,130167,38939,20076,18863,58739,4281,54458,45502,22415,23087,27353,12233,15120,15305,8331,6974,13172,7090,6082,13643,8060,5583,,,,,,,,,,,,,,,,,,,,,,,,,,,
  藏族                        ,68778,25967,42811,11192,5806,5386,21715,3502,18213,4832,2837,1995,22086,8674,13412,1991,1099,892,370,208,162,6592,3841,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,
  维吾尔族                    ,134794,51217,83577,45026,22438,22588,44595,4112,40483,14949,9209,5740,14662,6282,8380,8900,5089,3811,2321,1361,960,4341,2726,1615,,,,,,,,,,,,,,,,,,,,,,,,,,,
  苗族                        ,95496,42744,52752,26780,16330,10450,29363,5421,23942,6307,4735,1572,20625,9374,11251,4783,2732,2051,1862,1066,796,5776,3086,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,
  彝族                        ,63113,27889,35224,18228,10333,7895,17351,3524,13827,5331,4048,1283,16622,7010,9612,1904,1006,898,906,548,358,2771,1420,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,
  壮族                        ,215456,96510,118946,72807,40019,32788,63333,16041,47292,19209,12842,6367,31133,12181,18952,12290,6930,5360,5420,3045,2375,11264,5452,5812,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布依族                      ,32223,14299,17924,8719,5174,3545,10694,2451,8243,2276,1695,581,6993,3159,3834,1476,782,694,547,301,246,1518,737,781,,,,,,,,,,,,,,,,,,,,,,,,,,,
  朝鲜族                      ,62346,25133,37213,11461,5744,5717,14834,729,14105,12572,6508,6064,5899,2170,3729,5312,3060,2252,5075,2986,2089,7193,3936,3257,,,,,,,,,,,,,,,,,,,,,,,,,,,
  满族                        ,229997,82336,147661,46397,23298,23099,75854,2257,73597,33579,19491,14088,32017,15501,16516,18431,8759,9672,12499,6701,5798,11220,6329,4891,,,,,,,,,,,,,,,,,,,,,,,,,,,
  侗族                        ,37390,16399,20991,10658,6250,4408,11960,1924,10036,3044,2284,760,6920,3255,3665,1770,1031,739,795,434,361,2243,1221,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,
  瑶族                        ,29225,13263,15962,9760,5589,4171,8911,2244,6667,1698,1183,515,5156,2295,2861,1724,974,750,538,272,266,1438,706,732,,,,,,,,,,,,,,,,,,,,,,,,,,,
  白族                        ,24527,11208,13319,6652,3429,3223,6743,1657,5086,3503,2488,1015,5354,2377,2977,790,439,351,498,291,207,987,527,460,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土家族                      ,102715,45134,57581,25151,14445,10706,29415,4505,24910,8460,6309,2151,24185,11223,12962,5401,3043,2358,2733,1482,1251,7370,4127,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈尼族                      ,13533,5864,7669,3726,2184,1542,4224,991,3233,849,538,311,2892,1245,1647,536,299,237,214,121,93,1092,486,606,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈萨克族                    ,34425,10810,23615,7987,3832,4155,16186,1372,14814,2452,1610,842,2832,1264,1568,3526,1880,1646,597,354,243,845,498,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傣族                        ,13585,5475,8110,3143,1594,1549,5232,1482,3750,799,468,331,3010,1228,1782,378,186,192,202,87,115,821,430,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
  黎族                        ,15720,6974,8746,6206,3382,2824,2924,525,2399,1139,520,619,2329,877,1452,1765,1000,765,479,224,255,878,446,432,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傈僳族                      ,4396,2037,2359,1162,711,451,1077,254,823,305,245,60,1515,659,856,148,73,75,27,19,8,162,76,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
  佤族                        ,3028,1269,1759,769,444,325,971,212,759,221,147,74,716,288,428,126,59,67,49,30,19,176,89,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
  畲族                        ,12906,4713,8193,2178,1206,972,5311,416,4895,650,509,141,2708,1459,1249,995,520,475,319,192,127,745,411,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
  高山族                      ,93,44,49,32,14,18,12,2,10,30,21,9,3,1,2,4,2,2,6,2,4,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
  拉祜族                      ,3690,1557,2133,884,479,405,1101,290,811,240,127,113,1153,506,647,117,64,53,39,22,17,156,69,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
  水族                        ,3561,1742,1819,1357,846,511,775,163,612,209,161,48,845,366,479,175,109,66,54,23,31,146,74,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
  东乡族                      ,4275,1859,2416,799,557,242,1164,121,1043,121,91,30,1723,773,950,164,98,66,20,12,8,284,207,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
  纳西族                      ,4304,1975,2329,1124,563,561,1014,231,783,1026,659,367,764,325,439,136,61,75,99,63,36,141,73,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
  景颇族                      ,1293,522,771,459,235,224,285,45,240,92,53,39,282,103,179,57,24,33,30,18,12,88,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
  柯尔柯孜族                  ,3838,1385,2453,1151,572,579,1498,171,1327,372,266,106,567,240,327,164,80,84,28,19,9,58,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土族                        ,2937,1306,1631,1013,536,477,859,180,679,200,159,41,593,268,325,125,74,51,50,27,23,97,62,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
  达斡尔族                      ,3768,1372,2396,760,360,400,1200,28,1172,547,292,255,354,168,186,404,216,188,173,102,71,330,206,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仫佬族                      ,3280,1453,1827,971,526,445,1110,285,825,276,178,98,372,163,209,266,154,112,101,53,48,184,94,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
  羌族                        ,2988,1262,1726,943,505,438,924,191,733,225,141,84,588,266,322,104,54,50,68,37,31,136,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布朗族                      ,779,348,431,186,108,78,297,92,205,29,22,7,190,82,108,28,13,15,5,4,1,44,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
  撒拉族                      ,1454,636,818,284,200,84,564,101,463,65,52,13,384,179,205,55,34,21,9,6,3,93,64,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
  毛南族                      ,1339,623,716,414,210,204,394,117,277,141,103,38,175,77,98,82,46,36,35,22,13,98,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仡佬族                      ,6504,3115,3389,2129,1305,824,1698,264,1434,424,337,87,1542,798,744,243,136,107,127,75,52,341,200,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
  锡伯族                      ,4474,1797,2677,1191,567,624,1092,69,1023,815,483,332,519,268,251,372,162,210,283,135,148,202,113,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
  阿昌族                      ,300,138,162,91,54,37,86,20,66,13,10,3,81,36,45,7,5,2,2,          ,2,20,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
  普米族                      ,381,171,210,133,80,53,82,14,68,21,15,6,114,46,68,14,5,9,4,3,1,13,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔吉克族                    ,1147,422,725,213,137,76,510,55,455,140,105,35,165,59,106,106,62,44,4,2,2,9,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
  怒族                        ,254,125,129,102,60,42,45,12,33,26,23,3,60,21,39,12,6,6,2,1,1,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
  乌孜别克族                  ,496,207,289,95,48,47,174,16,158,100,56,44,14,6,8,63,43,20,13,10,3,37,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
  俄罗斯族                    ,543,182,361,126,49,77,114,1,113,154,54,100,21,4,17,43,27,16,55,29,26,30,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂温克族                    ,778,276,502,174,89,85,266,7,259,101,46,55,46,23,23,94,56,38,35,15,20,62,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
  德昂族                      ,168,64,104,45,21,24,56,19,37,3,1,2,52,16,36,6,4,2,2,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保安族                      ,155,69,86,30,19,11,45,6,39,7,6,1,54,28,26,6,2,4,2,1,1,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
  裕固族                      ,214,78,136,51,31,20,71,2,69,27,19,8,38,15,23,9,1,8,7,2,5,11,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
  京族                        ,480,173,307,140,76,64,130,7,123,70,28,42,52,21,31,43,22,21,18,6,12,27,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔塔尔族                    ,139,58,81,32,18,14,35,3,32,35,16,19,3,1,2,24,15,9,6,4,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
  独龙族                      ,461,204,257,141,80,61,89,11,78,46,40,6,156,56,100,12,8,4,4,3,1,13,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂伦春族                    ,234,76,158,57,24,33,74,          ,74,25,12,13,10,7,3,21,13,8,14,8,6,33,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
  赫哲族                      ,145,55,90,47,23,24,34,          ,34,19,12,7,6,2,4,15,6,9,6,2,4,18,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
  门巴族                      ,142,58,84,49,25,24,48,11,37,6,3,3,18,10,8,4,1,3,          ,          ,          ,17,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
  珞巴族                      ,41,11,30,7,1,6,19,3,16,2,2,          ,6,1,5,1,1,          ,2,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
  基诺族                      ,249,93,156,83,35,48,67,16,51,19,7,12,39,13,26,12,7,5,8,4,4,21,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
  其他未识别的民族            ,7091,3319,3772,2504,1479,1025,1761,351,1410,326,279,47,1800,834,966,183,103,80,48,32,16,469,241,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
  外国人加入中国籍,64,15,49,3,2,1,19,1,18,22,9,13,15,          ,15,3,1,2,1,1,          ,1,1,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表2—4    全国各民族分性别、婚姻状况的15岁及15岁以上人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,单位:人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民     族,15岁及15岁以上人口,,,未      婚,,,初婚有配偶,,,再婚有配偶,,,离      婚,,,丧      偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  合      计,90278552,45656484,44622068,18277910,10817786,7460124,64198186,31848919,32349267,1948189,910164,1038025,815199,510752,304447,5039068,1568863,3470205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  汉族                        ,82830632,41886743,40943889,16483610,9732625,6750985,59325375,29489666,29835709,1670481,767606,902875,723136,460099,263037,4628030,1436747,3191283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  蒙古族                      ,429305,204789,224516,109043,61145,47898,288754,132023,156731,8588,3513,5075,3847,2209,1638,19073,5899,13174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  回族                        ,701960,351798,350162,148663,84285,64378,492031,243069,248962,20491,11199,9292,8769,4345,4424,32006,8900,23106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  藏族                        ,359601,175000,184601,116037,64452,51585,201386,97231,104155,6833,3548,3285,8587,2347,6240,26758,7422,19336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  维吾尔族                    ,585578,297390,288188,149337,89749,59588,275974,129112,146862,110358,61370,48988,24470,11611,12859,25439,5548,19891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  苗族                        ,601390,307533,293857,131419,84447,46972,416916,200369,216547,15143,7122,8021,3779,2810,969,34133,12785,21348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  彝族                        ,531610,269333,262277,125833,78764,47069,356634,171173,185461,13113,6651,6462,3643,2229,1414,32387,10516,21871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  壮族                        ,1178845,598175,580670,321249,198790,122459,758190,363279,394911,18174,8476,9698,7390,5165,2225,73842,22465,51377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布依族                      ,198435,100263,98172,44202,27854,16348,135860,64606,71254,4470,2314,2156,1511,1144,367,12392,4345,8047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  朝鲜族                      ,148782,73094,75688,33402,19839,13563,96003,46984,49019,5507,2501,3006,4377,2481,1896,9493,1289,8204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  满族                        ,810812,416781,394031,169630,97252,72378,577269,292421,284848,19051,8559,10492,9503,5667,3836,35359,12882,22477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  侗族                        ,201947,105088,96859,43302,27924,15378,139754,68595,71159,5566,2821,2745,1711,1273,438,11614,4475,7139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  瑶族                        ,188060,98278,89782,53520,33877,19643,118805,58128,60677,3537,1508,2029,1233,892,341,10965,3873,7092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  白族                        ,131509,66334,65175,28731,17085,11646,91319,44608,46711,3348,1678,1670,1098,611,487,7013,2352,4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土家族                      ,553870,284848,269022,106552,67880,38672,392873,192243,200630,15073,6947,8126,4020,2923,1097,35352,14855,20497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈尼族                      ,97427,49429,47998,20980,13688,7292,63105,29689,33416,6469,3478,2991,1082,723,359,5791,1851,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈萨克族                    ,91733,46303,45430,32418,17740,14678,52544,25912,26632,1796,1048,748,715,430,285,4260,1173,3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傣族                        ,83097,41107,41990,18118,10713,7405,55029,26452,28577,4416,2225,2191,1091,516,575,4443,1201,3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  黎族                        ,84576,43351,41225,28780,18379,10401,49672,23042,26630,1261,482,779,519,375,144,4344,1073,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傈僳族                      ,44109,22710,21399,10573,7008,3565,28943,13768,15175,1124,518,606,559,334,225,2910,1082,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  佤族                        ,27221,13853,13368,6935,4610,2325,17410,8115,9295,1023,494,529,203,125,78,1650,509,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  畲族                        ,50597,27108,23489,12288,7909,4379,33869,17237,16632,943,396,547,425,352,73,3072,1214,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  高山族                      ,306,163,143,67,30,37,213,122,91,10,3,7,5,4,1,11,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  拉祜族                      ,32103,16468,15635,7314,5074,2240,20846,9745,11101,1580,728,852,381,248,133,1982,673,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  水族                        ,26850,13712,13138,6538,4092,2446,17945,8564,9381,523,281,242,180,138,42,1664,637,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  东乡族                      ,33120,16505,16615,6815,4018,2797,23231,11119,12112,1311,689,622,275,169,106,1488,510,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  纳西族                      ,23251,11582,11669,5348,3212,2136,15730,7537,8193,495,255,240,202,105,97,1476,473,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  景颇族                      ,8959,4354,4605,2470,1483,987,5472,2551,2921,314,143,171,105,51,54,598,126,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  柯尔柯孜族                  ,12753,6493,6260,3934,2306,1628,6353,3060,3293,1466,831,635,386,166,220,614,130,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土族                        ,17064,8601,8463,4121,2485,1636,11385,5444,5941,566,254,312,179,126,53,813,292,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  达斡尔族                      ,9420,4653,4767,2789,1628,1161,5642,2675,2967,347,132,215,157,84,73,485,134,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仫佬族                      ,14726,7622,7104,4329,2695,1634,9205,4443,4762,309,146,163,128,90,38,755,248,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  羌族                        ,21120,10568,10552,4534,2912,1622,14908,7018,7890,435,166,269,132,83,49,1111,389,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布朗族                      ,6208,3227,2981,1623,1037,586,3910,1906,2004,221,127,94,70,33,37,384,124,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  撒拉族                      ,6895,3499,3396,1415,882,533,4431,2144,2287,605,344,261,158,55,103,286,74,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  毛南族                      ,7636,4009,3627,2126,1357,769,4869,2399,2470,148,63,85,67,45,22,426,145,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仡佬族                      ,38335,20370,17965,7509,4814,2695,27531,13943,13588,897,451,446,205,149,56,2193,1013,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  锡伯族                      ,15752,8193,7559,3959,2194,1765,10693,5529,5164,327,156,171,209,116,93,564,198,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  阿昌族                      ,2206,1097,1109,577,344,233,1417,677,740,39,23,16,20,13,7,153,40,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  普米族                      ,2421,1203,1218,631,381,250,1568,750,818,40,15,25,18,9,9,164,48,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
