　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔吉克族                    ,3490,1750,1740,1007,592,415,2030,959,1071,236,134,102,58,26,32,159,39,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  怒族                        ,1909,969,940,510,321,189,1170,558,612,80,39,41,37,21,16,112,30,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  乌孜别克族                  ,1000,551,449,330,197,133,538,292,246,53,36,17,38,17,21,41,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  俄罗斯族                    ,1147,500,647,290,147,143,723,315,408,46,16,30,31,18,13,57,4,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂温克族                    ,2051,985,1066,637,384,253,1204,541,663,77,25,52,34,14,20,99,21,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  德昂族                      ,1199,577,622,297,171,126,779,371,408,38,14,24,18,7,11,67,14,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保安族                      ,1095,554,541,197,135,62,761,363,398,69,30,39,18,9,9,50,17,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  裕固族                      ,988,469,519,224,134,90,666,305,361,25,11,14,16,8,8,57,11,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  京族                        ,1585,754,831,393,219,174,1084,505,579,26,12,14,12,4,8,70,14,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔塔尔族                    ,314,160,154,109,65,44,177,83,94,10,8,2,7,3,4,11,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  独龙族                      ,2768,1402,1366,803,499,304,1632,774,858,93,42,51,18,9,9,222,78,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂伦春族                    ,539,239,300,166,90,76,314,131,183,33,10,23,9,4,5,17,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  赫哲族                      ,394,188,206,111,52,59,249,121,128,8,5,3,11,6,5,15,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  门巴族                      ,591,301,290,163,98,65,365,176,189,18,11,7,8,1,7,37,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  珞巴族                      ,166,71,95,40,20,20,105,43,62,7,5,2,2,1,1,12,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  基诺族                      ,1462,734,728,352,218,134,960,462,498,49,27,22,20,9,11,81,18,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  其他未识别的民族            ,47523,24621,22902,11551,7478,4073,32293,15549,16744,917,478,439,315,248,67,2447,868,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  外国人加入中国籍,110,32,78,9,7,2,72,23,49,6,          ,6,2,2,          ,21,          ,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表2—5    全国各民族15-50岁妇女平均活产子女数和平均存活子女数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,    ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,单位:人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民     族,15-50岁妇女人数,活产子女总数,,,存活子女总数,,,存活子女总数占活产,妇女平均,妇女平均,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,小计,男,女,小计,男,女,子女总数的百分比,活产子女数,存活子女数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  合      计,33547666,44406580,23451691,20954889,43454827,22939904,20514923,97.86,1.32,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  汉族                        ,30675915,40062446,21185951,18876495,39319056,20784671,18534385,98.14,1.31,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  蒙古族                      ,186105,238053,122159,115894,233149,119401,113748,97.94,1.28,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  回族                        ,273202,398766,207396,191370,385931,200553,185378,96.78,1.46,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  藏族                        ,142507,215351,109183,106168,201220,101732,99488,93.44,1.51,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  维吾尔族                    ,235112,445193,228474,216719,400056,204252,195804,89.86,1.89,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  苗族                        ,226922,380331,201437,178894,358556,190256,168300,94.27,1.68,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  彝族                        ,207035,346162,180407,165755,323909,168631,155278,93.57,1.67,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  壮族                        ,435828,643008,341791,301217,630313,335066,295247,98.03,1.48,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布依族                      ,73807,122046,64100,57946,114486,60268,54218,93.81,1.65,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  朝鲜族                      ,54793,56008,28482,27526,55141,27999,27142,98.45,1.02,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  满族                        ,318288,369393,191147,178246,364184,188190,175994,98.59,1.16,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  侗族                        ,73067,113331,60575,52756,107916,57811,50105,95.22,1.55,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  瑶族                        ,70585,104235,55439,48796,100695,53537,47158,96.60,1.48,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  白族                        ,50469,74451,37853,36598,71479,36236,35243,96.01,1.48,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土家族                      ,198722,294155,154048,140107,281832,147392,134440,95.81,1.48,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈尼族                      ,38174,68637,36554,32083,61122,32644,28478,89.05,1.80,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈萨克族                    ,39401,59419,30622,28797,57123,29375,27748,96.14,1.51,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傣族                        ,33650,52372,26745,25627,48897,24848,24049,93.36,1.56,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  黎族                        ,33001,58745,30553,28192,57392,29980,27412,97.70,1.78,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傈僳族                      ,17135,30013,15254,14759,27323,13839,13484,91.04,1.75,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  佤族                        ,10796,21208,10836,10372,17894,9042,8852,84.37,1.96,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  畲族                        ,18251,27778,14790,12988,27240,14481,12759,98.06,1.52,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  高山族                      ,117,102,53,49,101,53,48,99.02,0.87,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  拉祜族                      ,12453,22889,11754,11135,19435,9910,9525,84.91,1.84,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  水族                        ,10269,17613,9467,8146,16603,8965,7638,94.27,1.72,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  东乡族                      ,13232,23680,12540,11140,22236,11869,10367,93.90,1.79,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  纳西族                      ,8792,12389,6289,6100,11761,5916,5845,94.93,1.41,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  景颇族                      ,3748,6608,3395,3213,5898,3009,2889,89.26,1.76,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  柯尔柯孜族                  ,5128,9837,5080,4757,8779,4538,4241,89.24,1.92,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土族                        ,7116,11308,5948,5360,10720,5606,5114,94.80,1.59,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  达斡尔族                      ,4069,4924,2556,2368,4810,2491,2319,97.68,1.21,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仫佬族                      ,5519,7529,3886,3643,7363,3794,3569,97.80,1.36,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  羌族                        ,8301,12899,6536,6363,12398,6285,6113,96.12,1.55,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布朗族                      ,2390,4483,2278,2205,3786,1896,1890,84.45,1.88,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  撒拉族                      ,2764,4906,2604,2302,4539,2427,2112,92.52,1.77,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  毛南族                      ,2793,3836,2031,1805,3720,1960,1760,96.98,1.37,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仡佬族                      ,13677,23330,12487,10843,21745,11654,10091,93.21,1.71,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  锡伯族                      ,6317,7003,3543,3460,6933,3504,3429,99.00,1.11,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  阿昌族                      ,900,1572,833,739,1428,757,671,90.84,1.75,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  普米族                      ,954,1529,772,757,1456,733,723,95.23,1.60,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔吉克族                    ,1367,2754,1435,1319,2493,1291,1202,90.52,2.01,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  怒族                        ,740,1236,615,621,1124,556,568,90.94,1.67,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  乌孜别克族                  ,358,530,280,250,496,264,232,93.58,1.48,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  俄罗斯族                    ,494,464,239,225,449,234,215,96.77,0.94,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂温克族                    ,945,1219,623,596,1187,601,586,97.37,1.29,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  德昂族                      ,523,975,487,488,889,437,452,91.18,1.86,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保安族                      ,424,795,431,364,737,406,331,92.70,1.88,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  裕固族                      ,417,537,268,269,527,261,266,98.14,1.29,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  京族                        ,636,830,453,377,815,444,371,98.19,1.31,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔塔尔族                    ,121,145,83,62,141,81,60,97.24,1.20,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  独龙族                      ,1076,2452,1263,1189,2044,1026,1018,83.36,2.28,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂伦春族                    ,273,311,162,149,305,157,148,98.07,1.14,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  赫哲族                      ,184,174,78,96,172,77,95,98.85,0.95,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  门巴族                      ,242,489,243,246,413,194,219,84.46,2.02,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  珞巴族                      ,78,133,62,71,121,55,66,90.98,1.71,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  基诺族                      ,569,926,486,440,874,456,418,94.38,1.63,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  其他未识别的民族            ,17884,35018,18612,16406,33361,17770,15591,95.27,1.96,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  外国人加入中国籍,31,54,23,31,54,23,31,100.00,1.74,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表2—6    全国各民族分性别、孩次的出生人口（1999.11.1-2000.10.31）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,    ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,单位:人，%,,,,,,,,,,,,,,,,,,,,,,,,,,,
民     族,出   生   人   数,,,,第     一     孩,,,,第     二     孩,,,,第     三     孩,,,,第     四     孩,,,,第五孩及五孩以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  合      计,1182138,644609,537529,119.92,804371,416004,388367,107.12,308261,185898,122363,151.92,50424,31052,19372,160.29,12517,7729,4788,161.42,6563,3925,2638,148.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  汉族                        ,1035310,567062,468248,121.10,722691,374450,348241,107.53,263520,161297,102223,157.79,36928,23526,13402,175.54,8347,5386,2961,181.90,3822,2402,1420,169.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
  蒙古族                      ,6319,3307,3012,109.79,4707,2412,2295,105.10,1390,761,629,120.99,194,115,79,145.57,21,13,8,162.50,7,6,1,600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  回族                        ,12948,6853,6095,112.44,7347,3793,3554,106.72,3684,2034,1650,123.27,1164,620,544,113.97,471,247,224,110.27,282,159,123,129.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
  藏族                        ,8538,4305,4233,101.70,3536,1771,1765,100.34,2557,1295,1262,102.61,1261,638,623,102.41,488,249,239,104.18,696,352,344,102.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
  维吾尔族                    ,15087,7716,7371,104.68,6631,3364,3267,102.97,4477,2258,2219,101.76,2637,1354,1283,105.53,846,461,385,119.74,496,279,217,128.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
  苗族                        ,15411,8217,7194,114.22,7968,4036,3932,102.64,5198,2891,2307,125.31,1508,875,633,138.23,460,272,188,144.68,277,143,134,106.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
  彝族                        ,14538,7677,6861,111.89,6937,3513,3424,102.60,4901,2655,2246,118.21,1784,967,817,118.36,578,332,246,134.96,338,210,128,164.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
  壮族                        ,19043,10390,8653,120.07,12346,6252,6094,102.59,5194,3153,2041,154.48,1076,710,366,193.99,308,194,114,170.18,119,81,38,213.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布依族                      ,5630,2956,2674,110.55,2973,1491,1482,100.61,1855,1006,849,118.49,542,312,230,135.65,165,89,76,117.11,95,58,37,156.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
  朝鲜族                      ,938,488,450,108.44,795,411,384,107.03,135,71,64,110.94,6,5,1,500.00,2,1,1,100.00,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  满族                        ,9444,4937,4507,109.54,6854,3487,3367,103.56,2435,1352,1083,124.84,132,81,51,158.82,20,14,6,233.33,3,3,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  侗族                        ,4192,2343,1849,126.72,2304,1220,1084,112.55,1509,892,617,144.57,288,181,107,169.16,56,35,21,166.67,35,15,20,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  瑶族                        ,3149,1729,1420,121.76,1871,961,910,105.60,1002,592,410,144.39,201,130,71,183.10,51,31,20,155.00,24,15,9,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
  白族                        ,2721,1396,1325,105.36,1651,842,809,104.08,948,490,458,106.99,93,50,43,116.28,20,11,9,122.22,9,3,6,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土家族                      ,10024,5505,4519,121.82,5625,2976,2649,112.34,3478,1972,1506,130.94,698,424,274,154.74,163,99,64,154.69,60,34,26,130.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈尼族                      ,2531,1359,1172,115.96,1219,633,586,108.02,916,506,410,123.41,259,140,119,117.65,81,45,36,125.00,56,35,21,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
  哈萨克族                    ,2072,1061,1011,104.95,1208,599,609,98.36,609,319,290,110.00,223,125,98,127.55,19,11,8,137.50,13,7,6,116.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傣族                        ,1532,769,763,100.79,946,473,473,100.00,510,258,252,102.38,57,29,28,103.57,15,6,9,66.67,4,3,1,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  黎族                        ,1879,993,886,112.08,912,450,462,97.40,498,263,235,111.91,339,201,138,145.65,89,52,37,140.54,41,27,14,192.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
  傈僳族                      ,1128,557,571,97.55,598,283,315,89.84,391,207,184,112.50,77,39,38,102.63,34,17,17,100.00,28,11,17,64.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
  佤族                        ,669,323,346,93.35,334,162,172,94.19,213,98,115,85.22,66,36,30,120.00,26,14,12,116.67,30,13,17,76.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
  畲族                        ,741,379,362,104.70,486,244,242,100.83,219,114,105,108.57,30,19,11,172.73,5,2,3,66.67,1,          ,1,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  高山族                      ,8,6,2,300.00,5,4,1,400.00,3,2,1,200.00,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  拉祜族                      ,754,371,383,96.87,412,209,203,102.96,254,130,124,104.84,58,21,37,56.76,19,9,10,90.00,11,2,9,22.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
  水族                        ,787,431,356,121.07,408,201,207,97.10,253,149,104,143.27,91,60,31,193.55,24,16,8,200.00,11,5,6,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
  东乡族                      ,793,422,371,113.75,437,241,196,122.96,226,107,119,89.92,104,57,47,121.28,20,12,8,150.00,6,5,1,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  纳西族                      ,447,228,219,104.11,268,129,139,92.81,160,89,71,125.35,16,7,9,77.78,3,3,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  景颇族                      ,237,119,118,100.85,139,67,72,93.06,66,33,33,100.00,15,11,4,275.00,11,5,6,83.33,6,3,3,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  柯尔柯孜族                  ,306,165,141,117.02,128,73,55,132.73,94,51,43,118.60,60,24,36,66.67,14,11,3,366.67,10,6,4,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  土族                        ,414,230,184,125.00,275,146,129,113.18,114,73,41,178.05,19,10,9,111.11,5,1,4,25.00,1,          ,1,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  达斡尔族                      ,109,59,50,118.00,91,54,37,145.95,13,2,11,18.18,4,2,2,100.00,          ,          ,          ,          ,1,1,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仫佬族                      ,227,108,119,90.76,143,62,81,76.54,70,38,32,118.75,10,4,6,66.67,3,3,          ,          ,1,1,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  羌族                        ,418,195,223,87.44,241,103,138,74.64,150,78,72,108.33,21,10,11,90.91,6,4,2,200.00,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  布朗族                      ,151,82,69,118.84,76,40,36,111.11,46,25,21,119.05,16,10,6,166.67,5,2,3,66.67,8,5,3,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
  撒拉族                      ,183,89,94,94.68,99,44,55,80.00,56,27,29,93.10,21,14,7,200.00,2,2,          ,          ,5,2,3,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
  毛南族                      ,133,70,63,111.11,93,46,47,97.87,36,22,14,157.14,3,2,1,200.00,          ,          ,          ,          ,1,          ,1,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  仡佬族                      ,1001,535,466,114.81,469,233,236,98.73,382,213,169,126.04,99,59,40,147.50,31,16,15,106.67,20,14,6,233.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
  锡伯族                      ,179,74,105,70.48,139,50,89,56.18,35,20,15,133.33,4,3,1,300.00,1,1,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  阿昌族                      ,61,36,25,144.00,36,20,16,125.00,17,11,6,183.33,8,5,3,166.67,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  普米族                      ,69,43,26,165.38,35,26,9,288.89,29,14,15,93.33,5,3,2,150.00,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔吉克族                    ,71,39,32,121.88,37,22,15,146.67,19,10,9,111.11,9,5,4,125.00,4,1,3,33.33,2,1,1,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  怒族                        ,46,30,16,187.50,22,16,6,266.67,18,11,7,157.14,3,2,1,200.00,2,1,1,100.00,1,          ,1,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  乌孜别克族                  ,17,10,7,142.86,11,8,3,266.67,4,1,3,33.33,2,1,1,100.00,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  俄罗斯族                    ,12,9,3,300.00,7,6,1,600.00,4,3,1,300.00,1,          ,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂温克族                    ,35,23,12,191.67,29,20,9,222.22,4,2,2,100.00,1,          ,1,          ,1,1,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  德昂族                      ,33,20,13,153.85,16,8,8,100.00,12,8,4,200.00,1,1,          ,          ,3,2,1,200.00,1,1,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  保安族                      ,26,13,13,100.00,15,9,6,150.00,6,4,2,200.00,4,          ,4,          ,          ,          ,          ,          ,1,          ,1,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  裕固族                      ,23,12,11,109.09,19,9,10,90.00,4,3,1,300.00,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  京族                        ,40,23,17,135.29,26,15,11,136.36,11,7,4,175.00,3,1,2,50.00,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  塔塔尔族                    ,5,3,2,150.00,4,2,2,100.00,          ,          ,          ,          ,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  独龙族                      ,86,48,38,126.32,35,19,16,118.75,20,9,11,81.82,17,10,7,142.86,5,5,          ,          ,9,5,4,125.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
  鄂伦春族                    ,14,7,7,100.00,12,7,5,140.00,2,          ,2,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  赫哲族                      ,9,5,4,125.00,8,4,4,100.00,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  门巴族                      ,8,3,5,60.00,3,          ,3,          ,4,2,2,100.00,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  珞巴族                      ,6,4,2,200.00,2,2,          ,          ,2,1,1,100.00,1,1,          ,          ,1,          ,1,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  基诺族                      ,20,6,14,42.86,5,2,3,66.67,10,2,8,25.00,4,2,2,100.00,1,          ,1,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
  其他未识别的民族            ,1565,769,796,96.61,687,284,403,70.47,497,266,231,115.15,258,148,110,134.55,91,53,38,139.47,32,18,14,128.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
  外国人加入中国籍,1,          ,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,1,          ,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
